nome,tecnologia,outrosDetalhes,tecnologias,nivel,remoto,salario,salario_maximo,Tecnologia 1,Tecnologia 2,Tecnologia 3,Tecnologia 4,Tecnologia 5,Tecnologia 6,Tecnologia 7,Tecnologia 8,Tecnologia 9,Tecnologia 10,Tecnologia 11,Tecnologia 12
"Vencida, Desenvolvedor(a) FullStack","Angular,API,React Native,Vue.js","Deal Tecnologies,Remoto,Pequena/média empresa,Até R$10.000,Sênior,CLT,Aceita candidatos de fora","['Angular', 'API', 'React Native', 'Vue.js']",Não especificado,Remoto,CLT,10.000,Angular,API,React Native,Vue.js,,,,,,,,
"Vencida, Desenvolvedor(a) .Net - Sênior","API,ASP.NET,C#,.NET,.NET MVC,SQL Server","Deal Tecnologies,Remoto,Pequena/média empresa,Até R$12.000,Sênior,PJ,Aceita candidatos de fora","['API', 'ASP.NET', 'C#', '.NET', '.NET MVC', 'SQL Server']",Sênior,Remoto,PJ,12.000,API,ASP.NET,C#,.NET,.NET MVC,SQL Server,,,,,,
"Vencida, Desenvolvedor(a) Full-Stack - Pleno","CSS,Laravel,MySQL,ReactJS,WordPress","CUREM – Cursos de Urgência e Emergência Ltda,Remoto,Pequena/média empresa,Até R$5.000,Pleno,PJ,Aceita candidatos de fora","['CSS', 'Laravel', 'MySQL', 'ReactJS', 'WordPress']",Pleno,Remoto,PJ,5.000,CSS,Laravel,MySQL,ReactJS,WordPress,,,,,,,
"Vencida, Desenvolvedor(a) Unity - Sênior","C#,JavaScript,Unity,Unity3D Asset","The Public House Design,São Paulo, São Paulo, Brasil,Pequena/média empresa,Até R$8.000,Sênior,PJ,Aceita candidatos de fora","['C#', 'JavaScript', 'Unity', 'Unity3D Asset']",Sênior,Não Remoto,PJ,8.000,C#,JavaScript,Unity,Unity3D Asset,,,,,,,,
"Vencida, Desenvolvedor(a) Back-end Elixir Pleno - Remoto","API,Git,SQL,Elixir","Jaya Tech,Remoto,Pequena/média empresa,Até R$10.000,Pleno,CLT,Aceita candidatos de fora","['API', 'Git', 'SQL', 'Elixir']",Pleno,Remoto,CLT,10.000,API,Git,SQL,Elixir,,,,,,,,
"Vencida, Desenvolvedor(a) PHP / Laravel - Pleno","JavaScript,MariaDB,PHP,Laravel","Rede de Ensino Monster LTDA,Remoto,Pequena/média empresa,Até R$3.500,Pleno,CLT / PJ,Aceita candidatos de fora","['JavaScript', 'MariaDB', 'PHP', 'Laravel']",Pleno,Remoto,CLT / PJ,3.500,JavaScript,MariaDB,PHP,Laravel,,,,,,,,
"Vencida, Desenvolvedor(a) Java Sênior Remoto","DynamoDB,Hibernate,Java,JavaEE,RESTful,Spring Boot","Gateware,Remoto,Pequena/média empresa,Até R$12.000,Sênior,CLT,Aceita candidatos de fora","['DynamoDB', 'Hibernate', 'Java', 'JavaEE', 'RESTful', 'Spring Boot']",Sênior,Remoto,CLT,12.000,DynamoDB,Hibernate,Java,JavaEE,RESTful,Spring Boot,,,,,,
"Vencida, Desenvolvedor(a) Front-End","Git,JavaScript,ReactJS","IOB,Remoto,Grande empresa,Sênior,CLT,Aceita candidatos de fora","['Git', 'JavaScript', 'ReactJS']",Não especificado,Remoto,CLT,,Git,JavaScript,ReactJS,,,,,,,,,
"Vencida, Desenvolvedor(a) PHP / Laravel - Sênior","Laravel,PHP,Vue.js","Rede de Ensino Monster LTDA,Ipatinga, Minas Gerais, Brasil,Pequena/média empresa,Até R$10.000,Sênior,CLT / PJ,Aceita candidatos de fora","['Laravel', 'PHP', 'Vue.js']",Sênior,Não Remoto,CLT / PJ,10.000,Laravel,PHP,Vue.js,,,,,,,,,
"Vencida, Desenvolvedor(a) React - Sênior","Linux,API,JavaScript,ReactJS,React Native,SQL","Meu Psiquiatra,Remoto,Startup,Até R$15.000,Sênior,CLT / PJ,Aceita candidatos de fora","['Linux', 'API', 'JavaScript', 'ReactJS', 'React Native', 'SQL']",Sênior,Remoto,CLT / PJ,15.000,Linux,API,JavaScript,ReactJS,React Native,SQL,,,,,,
"Vencida, Desenvolvedor(a) Java","Clojure,Cloud,Java,Kotlin","Deal Tecnologies,Remoto,Pequena/média empresa,Até R$10.000,Pleno,CLT,Aceita candidatos de fora","['Clojure', 'Cloud', 'Java', 'Kotlin']",Não especificado,Remoto,CLT,10.000,Clojure,Cloud,Java,Kotlin,,,,,,,,
"Vencida, Desenvolvedor(a) Front-End React - Pleno","Angular,Git,JavaScript,RESTful,SQL Server,ReactJS","Gateware,Remoto,Pequena/média empresa,Até R$12.000,Pleno,CLT,Aceita candidatos de fora","['Angular', 'Git', 'JavaScript', 'RESTful', 'SQL Server', 'ReactJS']",Pleno,Remoto,CLT,12.000,Angular,Git,JavaScript,RESTful,SQL Server,ReactJS,,,,,,
"Vencida, Desenvolvedor(a) Front End React","API,Cloud,ReactJS,React Native","Deal Tecnologies,Remoto,Pequena/média empresa,Até R$12.000,Sênior,CLT,Aceita candidatos de fora","['API', 'Cloud', 'ReactJS', 'React Native']",Não especificado,Remoto,CLT,12.000,API,Cloud,ReactJS,React Native,,,,,,,,
"Vencida, Desenvolvedor(a) Front-End Vue Pleno Labs","CSS,HTML,JavaScript,RESTful,Testes automatizados,Vue.js","Finxi,Remoto,Startup,Até R$6.000,Pleno,PJ,Aceita candidatos de fora","['CSS', 'HTML', 'JavaScript', 'RESTful', 'Testes automatizados', 'Vue.js']",Pleno,Remoto,PJ,6.000,CSS,HTML,JavaScript,RESTful,Testes automatizados,Vue.js,,,,,,
"Vencida, Desenvolvedor(a) Back-End Python Júnior Labs","AWS RDS (Relational Database Service),Azure,Django,Python,RESTful,kubernetes","Finxi,Remoto,Startup,Até R$4.000,Júnior,PJ,Aceita candidatos de fora","['AWS RDS (Relational Database Service)', 'Azure', 'Django', 'Python', 'RESTful', 'kubernetes']",Júnior,Remoto,PJ,4.000,AWS RDS (Relational Database Service),Azure,Django,Python,RESTful,kubernetes,,,,,,
"Vencida, Desenvolvedor(A) Front End Vue - Júnior Labs","Docker,JavaScript,RESTful,Testes automatizados,Vue.js","Finxi,Remoto,Startup,Até R$4.000,Júnior,PJ,Aceita candidatos de fora","['Docker', 'JavaScript', 'RESTful', 'Testes automatizados', 'Vue.js']",Júnior,Remoto,PJ,4.000,Docker,JavaScript,RESTful,Testes automatizados,Vue.js,,,,,,,
"Vencida, Desenvolvedor(a) Ruby on Rails - Freelancer","CSS,Git,JavaScript,Linux,PostgreSQL,Ruby on Rails","GIGASERVICES Teconologia da Informação Ltda,Remoto,Pequena/média empresa,Pleno,PJ,Aceita candidatos de fora","['CSS', 'Git', 'JavaScript', 'Linux', 'PostgreSQL', 'Ruby on Rails']",Não especificado,Remoto,PJ,,CSS,Git,JavaScript,Linux,PostgreSQL,Ruby on Rails,,,,,,
"Vencida, Desenvolvedor(a) Node.JS","Angular,API,Git,MongoDB,TypeScript,Node.js","Malu Frontino,Remoto,Startup,Até R$12.000,Pleno,PJ,Aceita candidatos de fora","['Angular', 'API', 'Git', 'MongoDB', 'TypeScript', 'Node.js']",Não especificado,Remoto,PJ,12.000,Angular,API,Git,MongoDB,TypeScript,Node.js,,,,,,
"Vencida, Desenvolvedor(a) Full Stack - Pleno","Angular,Git,Kanban,MySQL,Node.js,TypeScript","Xper Negocios Gestão e Serviços.,Remoto,Pequena/média empresa,Até R$8.000,Pleno,PJ,Aceita candidatos de fora","['Angular', 'Git', 'Kanban', 'MySQL', 'Node.js', 'TypeScript']",Pleno,Remoto,PJ,8.000,Angular,Git,Kanban,MySQL,Node.js,TypeScript,,,,,,
"Vencida, Front-End Software Engineer React Native","GraphQL,JSON,ReactJS,React Native","Tabella,Remoto,Startup,Até R$6.000,Sênior,PJ,Aceita candidatos de fora","['GraphQL', 'JSON', 'ReactJS', 'React Native']",Não especificado,Remoto,PJ,6.000,GraphQL,JSON,ReactJS,React Native,,,,,,,,
"Vencida, Desenvolvedor(a) JAVA (Mulesoft)","API,Java,RabbitMQ,Spring Boot","Talent Group,Remoto,Pequena/média empresa,Pleno,PJ,Aceita candidatos de fora","['API', 'Java', 'RabbitMQ', 'Spring Boot']",Não especificado,Remoto,PJ,,API,Java,RabbitMQ,Spring Boot,,,,,,,,
"Vencida, Analista Desenvolvedor(a) JAVA (Camunda)","Java,Spring Boot,Testes unitários","Talent Group,Remoto,Pequena/média empresa,Pleno,PJ,Aceita candidatos de fora","['Java', 'Spring Boot', 'Testes unitários']",Não especificado,Remoto,PJ,,Java,Spring Boot,Testes unitários,,,,,,,,,
"Vencida, Desenvolvedor(a) React JS","Atomik,Docker,Git,NextJS,PWA,ReactJS","Wedev Software,Remoto,Startup,Até R$8.000,Pleno,PJ,Aceita candidatos de fora","['Atomik', 'Docker', 'Git', 'NextJS', 'PWA', 'ReactJS']",Não especificado,Remoto,PJ,8.000,Atomik,Docker,Git,NextJS,PWA,ReactJS,,,,,,
"Vencida, Desenvolvedor(a) .NET","MVC,.NET,.NET Core,Web API","SMT SOLUÇÕES EM TECNOLOGIA LDA ,Remoto,Pequena/média empresa,Até R$8.000,Pleno,CLT / PJ,Aceita candidatos de fora","['MVC', '.NET', '.NET Core', 'Web API']",Não especificado,Remoto,CLT / PJ,8.000,MVC,.NET,.NET Core,Web API,,,,,,,,
"Vencida, Desenvolvedor(a) React Native","Git,React Native,Redux,TypeScript","Wedev Software,Remoto,Startup,Até R$8.000,Pleno,PJ,Aceita candidatos de fora","['Git', 'React Native', 'Redux', 'TypeScript']",Não especificado,Remoto,PJ,8.000,Git,React Native,Redux,TypeScript,,,,,,,,
"Vencida, Desenvolvedor(a) Back-end PHP - Pleno","Docker,Google Cloud,PHP,SQL,TDD","Wedev Software,Remoto,Startup,Até R$10.000,Pleno,PJ,Aceita candidatos de fora","['Docker', 'Google Cloud', 'PHP', 'SQL', 'TDD']",Pleno,Remoto,PJ,10.000,Docker,Google Cloud,PHP,SQL,TDD,,,,,,,
"Vencida, Desenvolvedor(a) JS - Sênior","Firebase,Google Cloud,JavaScript,Node.js,ReactJS","Inkryptus,Belo Horizonte, Minas Gerais, Brasil,Startup,Acima de R$18.000,Sênior,PJ,Aceita candidatos de fora","['Firebase', 'Google Cloud', 'JavaScript', 'Node.js', 'ReactJS']",Sênior,Não Remoto,PJ,,Firebase,Google Cloud,JavaScript,Node.js,ReactJS,,,,,,,
"Vencida, Desenvolvedor(a) Python / Flask","CSS,Flask,HTML,MySQL,Python,SQL Server","Kalunga S.A,Remoto,Grande empresa,Até R$8.000,Pleno,CLT,Aceita candidatos de fora","['CSS', 'Flask', 'HTML', 'MySQL', 'Python', 'SQL Server']",Não especificado,Remoto,CLT,8.000,CSS,Flask,HTML,MySQL,Python,SQL Server,,,,,,
"Vencida, Desenvolvedor(a) Full Stack - Pleno","CSS,HTML,JavaScript,PHP,ReactJS,TypeScript","Mark Up,Remoto,Pequena/média empresa,Até R$7.000,Pleno,PJ,Aceita candidatos de fora","['CSS', 'HTML', 'JavaScript', 'PHP', 'ReactJS', 'TypeScript']",Pleno,Remoto,PJ,7.000,CSS,HTML,JavaScript,PHP,ReactJS,TypeScript,,,,,,
"Vencida, Desenvolvedor(a) Android - Sênior","Android,Angular,Java,Kotlin","Experht Consultoria,Remoto,Pequena/média empresa,Até R$18.000,Sênior,PJ,Aceita candidatos de fora","['Android', 'Angular', 'Java', 'Kotlin']",Sênior,Remoto,PJ,18.000,Android,Angular,Java,Kotlin,,,,,,,,
"Vencida, Analista Desenvolvedor(a) .Net - Pleno","ASP.NET,C#,Visual Basic","Talent Group,Remoto,Pequena/média empresa,Pleno,CLT,Aceita candidatos de fora","['ASP.NET', 'C#', 'Visual Basic']",Pleno,Remoto,CLT,,ASP.NET,C#,Visual Basic,,,,,,,,,
"Vencida, Software Engineer - Backend (Java) Sênior","AWS S3,Java,SQL,Spring Boot,Azure,RabbitMQ","bycoders_,Remoto,Pequena/média empresa,Até R$15.000,Sênior,PJ / CLT,Aceita candidatos de fora","['AWS S3', 'Java', 'SQL', 'Spring Boot', 'Azure', 'RabbitMQ']",Sênior,Remoto,PJ / CLT,15.000,AWS S3,Java,SQL,Spring Boot,Azure,RabbitMQ,,,,,,
"Vencida, Desenvolvedor(a) Web .NET - Pleno","Angular,Bootstrap,CSS,ASP.NET Core,SQL Server,Web API","Data Link Ltda,Remoto,Pequena/média empresa,Pleno,CLT / PJ,Aceita candidatos de fora","['Angular', 'Bootstrap', 'CSS', 'ASP.NET Core', 'SQL Server', 'Web API']",Pleno,Remoto,CLT / PJ,,Angular,Bootstrap,CSS,ASP.NET Core,SQL Server,Web API,,,,,,
"Vencida, QA Web Tester","Cypress.io,HTML,JavaScript","sig9.dev,Remoto,Pequena/média empresa,Até R$12.000,Júnior,PJ,Aceita candidatos de fora","['Cypress.io', 'HTML', 'JavaScript']",Não especificado,Remoto,PJ,12.000,Cypress.io,HTML,JavaScript,,,,,,,,,
"Vencida,  Estágio - Desenvolvimento De Sistemas De Alta Performance E Alta Disponibilidade","Bash,C#,JavaScript,PowerShell,Python,SQL","DUNAMIS TRADING GESTAO DE RECURSOS LTDA,São Paulo, São Paulo, Brazil,Pequena/média empresa,Até R$3.000,Júnior,Estágio,Não aceita candidatos de fora","['Bash', 'C#', 'JavaScript', 'PowerShell', 'Python', 'SQL']",Não especificado,Não Remoto,Estágio,3.000,Bash,C#,JavaScript,PowerShell,Python,SQL,,,,,,
"Vencida, Desenvolvedor(a) Pleno","JavaScript,Node.js,ReactJS","CRM7,Balneário Camboriú, Santa Catarina, Brasil,Pequena/média empresa,Até R$5.000,Pleno,CLT,Aceita candidatos de fora","['JavaScript', 'Node.js', 'ReactJS']",Pleno,Não Remoto,CLT,5.000,JavaScript,Node.js,ReactJS,,,,,,,,,
"Vencida, Traneer - Desenvolvedor(a)","Java,PHP,JavaScript","GETEDU CONSULTORIA EM FORMACOES PROFISSIONAIS DE INFORMATICA LTDA,Brasília, Distrito Federal, Brasil,Pequena/média empresa,Até R$1.500,Júnior,CLT,Aceita candidatos de fora","['Java', 'PHP', 'JavaScript']",Não especificado,Não Remoto,CLT,1.500,Java,PHP,JavaScript,,,,,,,,,
"Vencida, Desenvolvedor(a) Front-end - Sênior","CSS,HTML,PWA,Vue.js","Experht Consultoria,Remoto,Pequena/média empresa,Até R$12.000,Sênior,CLT,Aceita candidatos de fora","['CSS', 'HTML', 'PWA', 'Vue.js']",Sênior,Remoto,CLT,12.000,CSS,HTML,PWA,Vue.js,,,,,,,,
"Vencida, Desenvolvedor(a) Frontend Sênior","Git,Laravel,Vue.js","Vl2b investimentos,Remoto,Startup,Até R$8.000,Sênior,PJ,Aceita candidatos de fora","['Git', 'Laravel', 'Vue.js']",Sênior,Remoto,PJ,8.000,Git,Laravel,Vue.js,,,,,,,,,
"Vencida, Desenvolvedor(a) Full-Stack React / ASP.NET Core","ASP.NET Core,C#,ReactJS,React Native,TypeScript,.NET","auto peças autocar,Remoto,Pequena/média empresa,Até R$5.000,Pleno,PJ,Aceita candidatos de fora","['ASP.NET Core', 'C#', 'ReactJS', 'React Native', 'TypeScript', '.NET']",Não especificado,Remoto,PJ,5.000,ASP.NET Core,C#,ReactJS,React Native,TypeScript,.NET,,,,,,
"Vencida, Desenvolvedor(a) Back-End Node.js Sênior","Docker,JSON,MySQL,Node.js,NoSQL,RESTful","Ymonetize,Remoto,Pequena/média empresa,Até R$18.000,Sênior,PJ,Aceita candidatos de fora","['Docker', 'JSON', 'MySQL', 'Node.js', 'NoSQL', 'RESTful']",Sênior,Remoto,PJ,18.000,Docker,JSON,MySQL,Node.js,NoSQL,RESTful,,,,,,
"Vencida, Desenvolvedor(a) Back-End (Node.js) - Júnior","JSON,MySQL,Node.js,RESTful","Ymonetize,Remoto,Pequena/média empresa,Até R$5.000,Júnior,PJ,Aceita candidatos de fora","['JSON', 'MySQL', 'Node.js', 'RESTful']",Júnior,Remoto,PJ,5.000,JSON,MySQL,Node.js,RESTful,,,,,,,,
"Vencida, Desenvolvedor(a) Ruby on Rails - Pleno","Linux,Redis,Ruby on Rails","Cashway,Florianópolis, Santa Catarina, Brasil,Startup,Até R$8.000,Pleno,CLT / PJ,Aceita candidatos de fora","['Linux', 'Redis', 'Ruby on Rails']",Pleno,Não Remoto,CLT / PJ,8.000,Linux,Redis,Ruby on Rails,,,,,,,,,
"Vencida, Desenvolvedor(a) Frontend Angular - Sênior","Angular,CSS,HTML,JavaScript","KASPPER SISTEMA E CONSULTORIA LTDA.,Jundiaí, São Paulo, Brasil,Startup,Até R$15.000,Sênior,PJ,Aceita candidatos de fora","['Angular', 'CSS', 'HTML', 'JavaScript']",Sênior,Não Remoto,PJ,15.000,Angular,CSS,HTML,JavaScript,,,,,,,,
"Vencida, Desenvolvedor(a) Fullstack .Net - Sênior","Angular,Git,.NET","KASPPER SISTEMA E CONSULTORIA LTDA.,Remoto,Startup,Sênior,PJ,Aceita candidatos de fora","['Angular', 'Git', '.NET']",Sênior,Remoto,PJ,,Angular,Git,.NET,,,,,,,,,
"Vencida, Desenvolvedor(a) Mobile - Sênior","Android,Flutter,Kotlin","KASPPER SISTEMA E CONSULTORIA LTDA.,Remoto,Startup,Sênior,PJ,Aceita candidatos de fora","['Android', 'Flutter', 'Kotlin']",Sênior,Remoto,PJ,,Android,Flutter,Kotlin,,,,,,,,,
"Vencida, Desenvolvedor(a) Ruby - Sênior","Ruby,Ruby on Rails,PostgreSQL","KASPPER SISTEMA E CONSULTORIA LTDA.,Remoto,Startup,Até R$15.000,Sênior,PJ,Aceita candidatos de fora","['Ruby', 'Ruby on Rails', 'PostgreSQL']",Sênior,Remoto,PJ,15.000,Ruby,Ruby on Rails,PostgreSQL,,,,,,,,,
"Vencida, Desenvolvedor(a) Fullstack Java - Sênior","Angular,Java,Spring Boot","KASPPER SISTEMA E CONSULTORIA LTDA.,Remoto,Startup,Sênior,PJ,Aceita candidatos de fora","['Angular', 'Java', 'Spring Boot']",Sênior,Remoto,PJ,,Angular,Java,Spring Boot,,,,,,,,,
"Vencida, Desenvolvedor(a) Flutter Sênior","Dart,Flutter,Git","JR CONSULTORIA FINANCEIRA,Aracaju, Sergipe, Brasil,Startup,Sênior,CLT,Aceita candidatos de fora","['Dart', 'Flutter', 'Git']",Sênior,Não Remoto,CLT,,Dart,Flutter,Git,,,,,,,,,
"Vencida, Desenvolvedor(a) Flutter Pleno","Dart,Flutter,Git","Simples Sistemas,Remoto,Pequena/média empresa,Até R$7.000,Pleno,PJ,Aceita candidatos de fora","['Dart', 'Flutter', 'Git']",Pleno,Remoto,PJ,7.000,Dart,Flutter,Git,,,,,,,,,
"Vencida, Desenvolvedor(a) Android Sênior","Android,HTTP,RESTful","MB Labs,Remoto,Pequena/média empresa,Sênior,PJ,Aceita candidatos de fora","['Android', 'HTTP', 'RESTful']",Sênior,Remoto,PJ,,Android,HTTP,RESTful,,,,,,,,,
"Vencida, Desenvolvedor(a) IOS Sênior","Git,iOS,MVC","MB Labs,Remoto,Pequena/média empresa,Sênior,PJ,Aceita candidatos de fora","['Git', 'iOS', 'MVC']",Sênior,Remoto,PJ,,Git,iOS,MVC,,,,,,,,,
"Vencida, DESENVOLVEDOR(A) BACK-END PL","ASP.NET Core,Entity framework,Git,SCRUM,SQL,.NET","Grupo Atine,Remoto,Pequena/média empresa,Pleno,PJ,Aceita candidatos de fora","['ASP.NET Core', 'Entity framework', 'Git', 'SCRUM', 'SQL', '.NET']",Não especificado,Remoto,PJ,,ASP.NET Core,Entity framework,Git,SCRUM,SQL,.NET,,,,,,
"Vencida, Programador(a) SQL","SQL,Administrador de sistema,SQL Server","Lucia Pires,Campo Bom, Rio Grande do Sul, Brasil,Pequena/média empresa,Até R$3.500,Júnior,CLT,Não aceita candidatos de fora","['SQL', 'Administrador de sistema', 'SQL Server']",Não especificado,Não Remoto,CLT,3.500,SQL,Administrador de sistema,SQL Server,,,,,,,,,
"Vencida, Engenheiro(a) de Software Full Stack","Angular,Git,Java","KIS Solutions,Remoto,Pequena/média empresa,Até R$18.000,Pleno,PJ,Aceita candidatos de fora","['Angular', 'Git', 'Java']",Não especificado,Remoto,PJ,18.000,Angular,Git,Java,,,,,,,,,
"Vencida, Desenvolvedor(a) Node.js Sênior","API,Java,JavaScript,Node.js,Python,SQL","CIDIC,Remoto,Pequena/média empresa,Até R$12.000,Sênior,PJ,Aceita candidatos de fora","['API', 'Java', 'JavaScript', 'Node.js', 'Python', 'SQL']",Sênior,Remoto,PJ,12.000,API,Java,JavaScript,Node.js,Python,SQL,,,,,,
"Vencida, Desenvolvedor(a) Full Stack Pleno","Angular,Java,Spring Boot,Spring MVC,Tomcat","Wayon IT ,São Paulo, São Paulo, Brasil,Pequena/média empresa,Até R$10.000,Pleno,CLT,Aceita candidatos de fora","['Angular', 'Java', 'Spring Boot', 'Spring MVC', 'Tomcat']",Pleno,Não Remoto,CLT,10.000,Angular,Java,Spring Boot,Spring MVC,Tomcat,,,,,,,
"Vencida, Programador(a) Backend TypeScript Jr.","Docker,Express,Node.js,TypeScript","Agencia 87,Remoto,Startup,Até R$3.000,Júnior,PJ,Aceita candidatos de fora","['Docker', 'Express', 'Node.js', 'TypeScript']",Não especificado,Remoto,PJ,3.000,Docker,Express,Node.js,TypeScript,,,,,,,,
"Vencida, Desenvolvedor(a) Front-End - Sênior","ReactJS,React Native,Redux","YOURS BANK,Remoto,Startup,Até R$7.000,Sênior,CLT / PJ,Aceita candidatos de fora","['ReactJS', 'React Native', 'Redux']",Sênior,Remoto,CLT / PJ,7.000,ReactJS,React Native,Redux,,,,,,,,,
"Vencida, Desenvolvedor(a) Back-End - Sênior","Azure,MongoDB,Node.js","YOURS BANK,Remoto,Startup,Até R$7.000,Sênior,CLT / PJ,Aceita candidatos de fora","['Azure', 'MongoDB', 'Node.js']",Sênior,Remoto,CLT / PJ,7.000,Azure,MongoDB,Node.js,,,,,,,,,
"Vencida, Desenvolvedor(a) Full Stack Pleno","Laravel,Vue.js,PHP,JavaScript","Zapify,Belo Horizonte, Minas Gerais, Brasil,Pequena/média empresa,Até R$5.000,Pleno,CLT / PJ,Aceita candidatos de fora","['Laravel', 'Vue.js', 'PHP', 'JavaScript']",Pleno,Não Remoto,CLT / PJ,5.000,Laravel,Vue.js,PHP,JavaScript,,,,,,,,
"Vencida, Analista Desenvolvedor(a) C#","MySQL,.NET,C#","G4F,Remoto,Grande empresa,Até R$6.000,Pleno,CLT,Aceita candidatos de fora","['MySQL', '.NET', 'C#']",Não especificado,Remoto,CLT,6.000,MySQL,.NET,C#,,,,,,,,,
"Vencida, Desenvolvedor(a) Back-End - Sênior","AWS S3,Elasticsearch,Java,Vue.js","DC GROUPTI Technologies,Remoto,Pequena/média empresa,Até R$10.000,Sênior,PJ,Aceita candidatos de fora","['AWS S3', 'Elasticsearch', 'Java', 'Vue.js']",Sênior,Remoto,PJ,10.000,AWS S3,Elasticsearch,Java,Vue.js,,,,,,,,
"Vencida, Senior Full Stack Engineer","Node.js,PHP,ReactJS,Vue.js,JavaScript","ProjectMark,Remoto,Startup,Acima de R$18.000,Sênior,PJ,Aceita candidatos de fora","['Node.js', 'PHP', 'ReactJS', 'Vue.js', 'JavaScript']",Não especificado,Remoto,PJ,,Node.js,PHP,ReactJS,Vue.js,JavaScript,,,,,,,
"Vencida, Full Stack Engineer","CSS,HTML,JavaScript,Node.js,MySQL,Testes automatizados","Fornax Tecnologia,Remoto,Pequena/média empresa,Até R$12.000,Pleno,PJ,Aceita candidatos de fora","['CSS', 'HTML', 'JavaScript', 'Node.js', 'MySQL', 'Testes automatizados']",Não especificado,Remoto,PJ,12.000,CSS,HTML,JavaScript,Node.js,MySQL,Testes automatizados,,,,,,
"Vencida, DESENVOLVEDOR(A) FULL-STACK PLENO","C++,Git,JavaScript","Deep Seed Solutions,Rio de Janeiro, Rio de Janeiro, Brasil,Pequena/média empresa,Pleno,CLT,Aceita candidatos de fora","['C++', 'Git', 'JavaScript']",Pleno,Não Remoto,CLT,,C++,Git,JavaScript,,,,,,,,,
"Vencida, Desenvolvedor(a) Full Stack Pleno","CSS,Git,HTML,JavaScript,Node.js,RESTful","Marke Consultoria SEO,Novo Hamburgo, Rio Grande do Sul, Brasil,Pequena/média empresa,Até R$3.000,Pleno,CLT,Não aceita candidatos de fora","['CSS', 'Git', 'HTML', 'JavaScript', 'Node.js', 'RESTful']",Pleno,Não Remoto,CLT,3.000,CSS,Git,HTML,JavaScript,Node.js,RESTful,,,,,,
"Vencida, Desenvolvedor(a) PHP - Sênior","Git,MySQL,Bootstrap,jQuery,Laravel,PHP","Husky Logística Inteligente,Remoto,Startup,Sênior,CLT / PJ,Aceita candidatos de fora","['Git', 'MySQL', 'Bootstrap', 'jQuery', 'Laravel', 'PHP']",Sênior,Remoto,CLT / PJ,,Git,MySQL,Bootstrap,jQuery,Laravel,PHP,,,,,,
