nome,tecnologia,outrosDetalhes
"Vencida, Desenvolvedor(a) Python/PHP/GIT ","Git,MySQL,NoSQL,PHP,PostgreSQL,Python","Nityo Infotech do BRasil ,Remoto,Pequena/média empresa,Até R$10.000,Sênior,CLT,Aceita candidatos de fora"
"Vencida, Desenvolvedor(a) C#/.Net - Sênior","Docker,Git,.NET","UDS Tecnologia,Remoto,Pequena/média empresa,Sênior,CLT,Aceita candidatos de fora"
"Vencida,  Developer Back-End API/PHP/Laravel - Sênior","API,Google Cloud,Laravel,Testes automatizados","Akintec,São Paulo, São Paulo, Brasil,Startup,Até R$10.000,Sênior,PJ,Aceita candidatos de fora"
"Vencida, Desenvolvedor(a) Unreal ","Android Studio,C++,UnrealScript","IM Designs,Belo Horizonte, Minas Gerais, Brasil,Startup,Até R$4.000,Pleno,CLT,Aceita candidatos de fora"
"Vencida, Desenvolvedor(a) Node.js - Pleno","Git,Node.js,ReactJS,Testes unitários","UDS Tecnologia,Remoto,Pequena/média empresa,Pleno,CLT,Aceita candidatos de fora"
"Vencida, Desenvolvedor(a) Flutter - Sênior","API,Clean Code,Firebase,Git,Testes unitários","UDS Tecnologia,Remoto,Pequena/média empresa,Sênior,CLT / PJ,Não aceita candidatos de fora"
"Vencida, Developer .NET","Angular,.NET,.NET Core","codeHB - Helping Business,Remoto,Pequena/média empresa,Pleno,PJ,Aceita candidatos de fora"
"Vencida, Desenvolvedor(a) Júnior - PHP","JavaScript,jQuery,MySQL,PHP","InfoIdeias Software e Consultoria,Remoto,Pequena/média empresa,Até R$3.500,Júnior,CLT,Aceita candidatos de fora"
"Vencida, Desenvolvedor(a) Mobile Flutter/React Native - Pleno","Clean Code,Flutter,Git,ReactJS,React Native","Caminhos do Sertão Cicloturismo - TurisClube,Remoto,Startup,Pleno,PJ,Aceita candidatos de fora"
"Vencida, Desenvolvedor(a) Júnior","CSS,Git,HTML,JavaScript,jQuery","Iguale Digital,São Paulo, São Paulo, Brasil,Pequena/média empresa,Até R$3.000,Júnior,CLT / PJ,Aceita candidatos de fora"
"Vencida, Programador(a) Mobile Flutter - Sênior","Android,Flutter,iOS","Elev RH,São Carlos, São Paulo, Brasil,Pequena/média empresa,Até R$10.000,Sênior,PJ,Não aceita candidatos de fora"
"Vencida, Programador(a) Mobile Flutter - Pleno","Android,Flutter,iOS","Elev RH,São Carlos, São Paulo, Brasil,Pequena/média empresa,Até R$8.000,Pleno,PJ,Não aceita candidatos de fora"
"Vencida, Desenvolvedor(a) Júnior ","Java,JavaScript,SQL","Arena Go Trade ,Belo Horizonte, Minas Gerais, Brasil,Startup,Até R$4.000,Júnior,PJ,Não aceita candidatos de fora"
"Vencida, Programador(a) Back-end - Sênior ","Java,PostgreSQL,Spring Boot","Elev RH,Remoto,Pequena/média empresa,Até R$10.000,Sênior,PJ / CLT,Aceita candidatos de fora"
"Vencida, Programador(a) Back-end - Pleno","Java,PostgreSQL,Spring Boot","Elev RH,São Carlos, São Paulo, Brasil,Pequena/média empresa,Até R$8.000,Pleno,PJ,Aceita candidatos de fora"
"Vencida, Freelance React Native - Pleno ","Android Studio,iOS,TypeScript,ReactJS,React Native","Kovver App,Remoto,Startup,Pleno,PJ,Aceita candidatos de fora"
"Vencida, Desenvolvedor(a) WordPress - Sênior ","CSS,HTML,JavaScript,MySQL,PHP,WordPress","WPFactory,Remoto,Pequena/média empresa,Até R$12.000,Sênior,PJ,Aceita candidatos de fora"
"Vencida, Desenvolvedor(a) Java Backend - Remoto","Java,RabbitMQ,Spring","DQR Tech,São Paulo, São Paulo, Brasil,Pequena/média empresa,Até R$10.000,Pleno,PJ / CLT,Não aceita candidatos de fora"
"Vencida, Analista de Informações","Big Data,Angular,C#,PHP","RedoRH Capital Humano,Florianópolis, Santa Catarina, Brasil,Pequena/média empresa,Até R$15.000,Júnior,PJ,Não aceita candidatos de fora"
"Vencida, Desenvolvedor(a) Flutter - Pleno","AWS RDS (Relational Database Service),AWS S3,Flutter","Dippingcode Serviços e Cursos de TI LTDA,Remoto,Pequena/média empresa,Até R$6.000,Pleno,PJ,Aceita candidatos de fora"
"Vencida, Engenheiro(a) de Dados Pleno (Remoto)","Excel,MySQL,Python,Scikit-learn","Economapas,Remoto,Pequena/média empresa,Até R$8.000,Pleno,CLT,Aceita candidatos de fora"
"Vencida, Desenvolvedor(a) Web - Pleno","CSS,HTML,JavaScript,MySQL,Node.js,PHP","Flipflop Lab Engenharia Elétrica e Software LTDA,São José dos Campos, São Paulo, Brasil,Pequena/média empresa,Até R$4.000,Pleno,CLT,Não aceita candidatos de fora"
"Vencida, Desenvolvedor(a) Júnior","JavaScript,Node.js,ReactJS","Tarkuss Solucoes,Manaus, Amazonas, Brasil,Startup,Júnior,PJ,Não aceita candidatos de fora"
"Vencida, Programador(a) .NET","ASP.NET,C#,ORACLE,.NET","RedoRH Capital Humano,Florianópolis, Santa Catarina, Brasil,Pequena/média empresa,Até R$5.000,Pleno,CLT / PJ,Não aceita candidatos de fora"
"Vencida, Desenvolvedor(a) Back-End - Sênior","Docker,Node.js,TypeScript","DomDH,Remoto,Startup,Até R$10.000,Sênior,CLT,Aceita candidatos de fora"
"Vencida, Desenvolvedor(a) Front-End - React","CSS,JavaScript,ReactJS","Worc,Remoto,Startup,Até R$15.000,Sênior,PJ,Aceita candidatos de fora"
"Vencida, Desenvolvedor(a) Fullstack Java / React - Sênior ","Angular,Java,ReactJS","Talent Group,Remoto,Pequena/média empresa,Até R$12.000,Sênior,PJ,Aceita candidatos de fora"
"Vencida, Analista Programador(a)","ASP.NET Core,Azure,Bootstrap,C#,Entity framework","Mirasoft Tecnologia,São Caetano do Sul, São Paulo, Brasil,Pequena/média empresa,Até R$7.000,Pleno,PJ,Aceita candidatos de fora"
"Vencida, Desenvolvedor(a) .NET ",".NET,.NET Core,Angular","IOB,Remoto,Grande empresa,Pleno,CLT,Aceita candidatos de fora"
"Vencida, Desenvolvedor(a) FullStack","Angular,API,React Native,Vue.js","Deal Tecnologies,Remoto,Pequena/média empresa,Até R$10.000,Sênior,CLT,Aceita candidatos de fora"
"Vencida, Desenvolvedor(a) .Net - Sênior","API,ASP.NET,C#,.NET,.NET MVC,SQL Server","Deal Tecnologies,Remoto,Pequena/média empresa,Até R$12.000,Sênior,PJ,Aceita candidatos de fora"
"Vencida, Desenvolvedor(a) Full-Stack - Pleno","CSS,Laravel,MySQL,ReactJS,WordPress","CUREM – Cursos de Urgência e Emergência Ltda,Remoto,Pequena/média empresa,Até R$5.000,Pleno,PJ,Aceita candidatos de fora"
"Vencida, Desenvolvedor(a) Unity - Sênior","C#,JavaScript,Unity,Unity3D Asset","The Public House Design,São Paulo, São Paulo, Brasil,Pequena/média empresa,Até R$8.000,Sênior,PJ,Aceita candidatos de fora"
"Vencida, Desenvolvedor(a) Back-end Elixir Pleno - Remoto","API,Git,SQL,Elixir","Jaya Tech,Remoto,Pequena/média empresa,Até R$10.000,Pleno,CLT,Aceita candidatos de fora"
"Vencida, Desenvolvedor(a) PHP / Laravel - Pleno","JavaScript,MariaDB,PHP,Laravel","Rede de Ensino Monster LTDA,Remoto,Pequena/média empresa,Até R$3.500,Pleno,CLT / PJ,Aceita candidatos de fora"
"Vencida, Desenvolvedor(a) Java Sênior Remoto","DynamoDB,Hibernate,Java,JavaEE,RESTful,Spring Boot","Gateware,Remoto,Pequena/média empresa,Até R$12.000,Sênior,CLT,Aceita candidatos de fora"
"Vencida, Desenvolvedor(a) Front-End","Git,JavaScript,ReactJS","IOB,Remoto,Grande empresa,Sênior,CLT,Aceita candidatos de fora"
"Vencida, Desenvolvedor(a) PHP / Laravel - Sênior","Laravel,PHP,Vue.js","Rede de Ensino Monster LTDA,Ipatinga, Minas Gerais, Brasil,Pequena/média empresa,Até R$10.000,Sênior,CLT / PJ,Aceita candidatos de fora"
"Vencida, Desenvolvedor(a) React - Sênior","Linux,API,JavaScript,ReactJS,React Native,SQL","Meu Psiquiatra,Remoto,Startup,Até R$15.000,Sênior,CLT / PJ,Aceita candidatos de fora"
"Vencida, Desenvolvedor(a) Java","Clojure,Cloud,Java,Kotlin","Deal Tecnologies,Remoto,Pequena/média empresa,Até R$10.000,Pleno,CLT,Aceita candidatos de fora"
"Vencida, Desenvolvedor(a) Front-End React - Pleno","Angular,Git,JavaScript,RESTful,SQL Server,ReactJS","Gateware,Remoto,Pequena/média empresa,Até R$12.000,Pleno,CLT,Aceita candidatos de fora"
"Vencida, Desenvolvedor(a) Front End React","API,Cloud,ReactJS,React Native","Deal Tecnologies,Remoto,Pequena/média empresa,Até R$12.000,Sênior,CLT,Aceita candidatos de fora"
"Vencida, Desenvolvedor(a) Front-End Vue Pleno Labs","CSS,HTML,JavaScript,RESTful,Testes automatizados,Vue.js","Finxi,Remoto,Startup,Até R$6.000,Pleno,PJ,Aceita candidatos de fora"
"Vencida, Desenvolvedor(a) Back-End Python Júnior Labs","AWS RDS (Relational Database Service),Azure,Django,Python,RESTful,kubernetes","Finxi,Remoto,Startup,Até R$4.000,Júnior,PJ,Aceita candidatos de fora"
"Vencida, Desenvolvedor(A) Front End Vue - Júnior Labs","Docker,JavaScript,RESTful,Testes automatizados,Vue.js","Finxi,Remoto,Startup,Até R$4.000,Júnior,PJ,Aceita candidatos de fora"
"Vencida, Desenvolvedor(a) Ruby on Rails - Freelancer","CSS,Git,JavaScript,Linux,PostgreSQL,Ruby on Rails","GIGASERVICES Teconologia da Informação Ltda,Remoto,Pequena/média empresa,Pleno,PJ,Aceita candidatos de fora"
"Vencida, Desenvolvedor(a) Node.JS","Angular,API,Git,MongoDB,TypeScript,Node.js","Malu Frontino,Remoto,Startup,Até R$12.000,Pleno,PJ,Aceita candidatos de fora"
"Vencida, Desenvolvedor(a) Full Stack - Pleno","Angular,Git,Kanban,MySQL,Node.js,TypeScript","Xper Negocios Gestão e Serviços.,Remoto,Pequena/média empresa,Até R$8.000,Pleno,PJ,Aceita candidatos de fora"
"Vencida, Front-End Software Engineer React Native","GraphQL,JSON,ReactJS,React Native","Tabella,Remoto,Startup,Até R$6.000,Sênior,PJ,Aceita candidatos de fora"
"Vencida, Desenvolvedor(a) JAVA (Mulesoft)","API,Java,RabbitMQ,Spring Boot","Talent Group,Remoto,Pequena/média empresa,Pleno,PJ,Aceita candidatos de fora"
"Vencida, Analista Desenvolvedor(a) JAVA (Camunda)","Java,Spring Boot,Testes unitários","Talent Group,Remoto,Pequena/média empresa,Pleno,PJ,Aceita candidatos de fora"
"Vencida, Desenvolvedor(a) React JS","Atomik,Docker,Git,NextJS,PWA,ReactJS","Wedev Software,Remoto,Startup,Até R$8.000,Pleno,PJ,Aceita candidatos de fora"
"Vencida, Desenvolvedor(a) .NET","MVC,.NET,.NET Core,Web API","SMT SOLUÇÕES EM TECNOLOGIA LDA ,Remoto,Pequena/média empresa,Até R$8.000,Pleno,CLT / PJ,Aceita candidatos de fora"
"Vencida, Desenvolvedor(a) React Native","Git,React Native,Redux,TypeScript","Wedev Software,Remoto,Startup,Até R$8.000,Pleno,PJ,Aceita candidatos de fora"
"Vencida, Desenvolvedor(a) Back-end PHP - Pleno","Docker,Google Cloud,PHP,SQL,TDD","Wedev Software,Remoto,Startup,Até R$10.000,Pleno,PJ,Aceita candidatos de fora"
"Vencida, Desenvolvedor(a) JS - Sênior","Firebase,Google Cloud,JavaScript,Node.js,ReactJS","Inkryptus,Belo Horizonte, Minas Gerais, Brasil,Startup,Acima de R$18.000,Sênior,PJ,Aceita candidatos de fora"
"Vencida, Desenvolvedor(a) Python / Flask","CSS,Flask,HTML,MySQL,Python,SQL Server","Kalunga S.A,Remoto,Grande empresa,Até R$8.000,Pleno,CLT,Aceita candidatos de fora"
"Vencida, Desenvolvedor(a) Full Stack - Pleno","CSS,HTML,JavaScript,PHP,ReactJS,TypeScript","Mark Up,Remoto,Pequena/média empresa,Até R$7.000,Pleno,PJ,Aceita candidatos de fora"
"Vencida, Desenvolvedor(a) Android - Sênior","Android,Angular,Java,Kotlin","Experht Consultoria,Remoto,Pequena/média empresa,Até R$18.000,Sênior,PJ,Aceita candidatos de fora"
"Vencida, Analista Desenvolvedor(a) .Net - Pleno","ASP.NET,C#,Visual Basic","Talent Group,Remoto,Pequena/média empresa,Pleno,CLT,Aceita candidatos de fora"
"Vencida, Software Engineer - Backend (Java) Sênior","AWS S3,Java,SQL,Spring Boot,Azure,RabbitMQ","bycoders_,Remoto,Pequena/média empresa,Até R$15.000,Sênior,PJ / CLT,Aceita candidatos de fora"
"Vencida, Desenvolvedor(a) Web .NET - Pleno","Angular,Bootstrap,CSS,ASP.NET Core,SQL Server,Web API","Data Link Ltda,Remoto,Pequena/média empresa,Pleno,CLT / PJ,Aceita candidatos de fora"
"Vencida, QA Web Tester","Cypress.io,HTML,JavaScript","sig9.dev,Remoto,Pequena/média empresa,Até R$12.000,Júnior,PJ,Aceita candidatos de fora"
"Vencida,  Estágio - Desenvolvimento De Sistemas De Alta Performance E Alta Disponibilidade","Bash,C#,JavaScript,PowerShell,Python,SQL","DUNAMIS TRADING GESTAO DE RECURSOS LTDA,São Paulo, São Paulo, Brazil,Pequena/média empresa,Até R$3.000,Júnior,Estágio,Não aceita candidatos de fora"
"Vencida, Desenvolvedor(a) Pleno","JavaScript,Node.js,ReactJS","CRM7,Balneário Camboriú, Santa Catarina, Brasil,Pequena/média empresa,Até R$5.000,Pleno,CLT,Aceita candidatos de fora"
"Vencida, Traneer - Desenvolvedor(a)","Java,PHP,JavaScript","GETEDU CONSULTORIA EM FORMACOES PROFISSIONAIS DE INFORMATICA LTDA,Brasília, Distrito Federal, Brasil,Pequena/média empresa,Até R$1.500,Júnior,CLT,Aceita candidatos de fora"
"Vencida, Desenvolvedor(a) Front-end - Sênior","CSS,HTML,PWA,Vue.js","Experht Consultoria,Remoto,Pequena/média empresa,Até R$12.000,Sênior,CLT,Aceita candidatos de fora"
"Vencida, Desenvolvedor(a) Frontend Sênior","Git,Laravel,Vue.js","Vl2b investimentos,Remoto,Startup,Até R$8.000,Sênior,PJ,Aceita candidatos de fora"
"Vencida, Desenvolvedor(a) Full-Stack React / ASP.NET Core","ASP.NET Core,C#,ReactJS,React Native,TypeScript,.NET","auto peças autocar,Remoto,Pequena/média empresa,Até R$5.000,Pleno,PJ,Aceita candidatos de fora"
"Vencida, Desenvolvedor(a) Back-End Node.js Sênior","Docker,JSON,MySQL,Node.js,NoSQL,RESTful","Ymonetize,Remoto,Pequena/média empresa,Até R$18.000,Sênior,PJ,Aceita candidatos de fora"
"Vencida, Desenvolvedor(a) Back-End (Node.js) - Júnior","JSON,MySQL,Node.js,RESTful","Ymonetize,Remoto,Pequena/média empresa,Até R$5.000,Júnior,PJ,Aceita candidatos de fora"
"Vencida, Desenvolvedor(a) Ruby on Rails - Pleno","Linux,Redis,Ruby on Rails","Cashway,Florianópolis, Santa Catarina, Brasil,Startup,Até R$8.000,Pleno,CLT / PJ,Aceita candidatos de fora"
"Vencida, Desenvolvedor(a) Frontend Angular - Sênior","Angular,CSS,HTML,JavaScript","KASPPER SISTEMA E CONSULTORIA LTDA.,Jundiaí, São Paulo, Brasil,Startup,Até R$15.000,Sênior,PJ,Aceita candidatos de fora"
"Vencida, Desenvolvedor(a) Fullstack .Net - Sênior","Angular,Git,.NET","KASPPER SISTEMA E CONSULTORIA LTDA.,Remoto,Startup,Sênior,PJ,Aceita candidatos de fora"
"Vencida, Desenvolvedor(a) Mobile - Sênior","Android,Flutter,Kotlin","KASPPER SISTEMA E CONSULTORIA LTDA.,Remoto,Startup,Sênior,PJ,Aceita candidatos de fora"
"Vencida, Desenvolvedor(a) Ruby - Sênior","Ruby,Ruby on Rails,PostgreSQL","KASPPER SISTEMA E CONSULTORIA LTDA.,Remoto,Startup,Até R$15.000,Sênior,PJ,Aceita candidatos de fora"
"Vencida, Desenvolvedor(a) Fullstack Java - Sênior","Angular,Java,Spring Boot","KASPPER SISTEMA E CONSULTORIA LTDA.,Remoto,Startup,Sênior,PJ,Aceita candidatos de fora"
"Vencida, Desenvolvedor(a) Flutter Sênior","Dart,Flutter,Git","JR CONSULTORIA FINANCEIRA,Aracaju, Sergipe, Brasil,Startup,Sênior,CLT,Aceita candidatos de fora"
"Vencida, Desenvolvedor(a) Flutter Pleno","Dart,Flutter,Git","Simples Sistemas,Remoto,Pequena/média empresa,Até R$7.000,Pleno,PJ,Aceita candidatos de fora"
"Vencida, Desenvolvedor(a) Android Sênior","Android,HTTP,RESTful","MB Labs,Remoto,Pequena/média empresa,Sênior,PJ,Aceita candidatos de fora"
"Vencida, Desenvolvedor(a) IOS Sênior","Git,iOS,MVC","MB Labs,Remoto,Pequena/média empresa,Sênior,PJ,Aceita candidatos de fora"
"Vencida, DESENVOLVEDOR(A) BACK-END PL","ASP.NET Core,Entity framework,Git,SCRUM,SQL,.NET","Grupo Atine,Remoto,Pequena/média empresa,Pleno,PJ,Aceita candidatos de fora"
"Vencida, Programador(a) SQL","SQL,Administrador de sistema,SQL Server","Lucia Pires,Campo Bom, Rio Grande do Sul, Brasil,Pequena/média empresa,Até R$3.500,Júnior,CLT,Não aceita candidatos de fora"
"Vencida, Engenheiro(a) de Software Full Stack","Angular,Git,Java","KIS Solutions,Remoto,Pequena/média empresa,Até R$18.000,Pleno,PJ,Aceita candidatos de fora"
"Vencida, Desenvolvedor(a) Node.js Sênior","API,Java,JavaScript,Node.js,Python,SQL","CIDIC,Remoto,Pequena/média empresa,Até R$12.000,Sênior,PJ,Aceita candidatos de fora"
"Vencida, Desenvolvedor(a) Full Stack Pleno","Angular,Java,Spring Boot,Spring MVC,Tomcat","Wayon IT ,São Paulo, São Paulo, Brasil,Pequena/média empresa,Até R$10.000,Pleno,CLT,Aceita candidatos de fora"
"Vencida, Programador(a) Backend TypeScript Jr.","Docker,Express,Node.js,TypeScript","Agencia 87,Remoto,Startup,Até R$3.000,Júnior,PJ,Aceita candidatos de fora"
"Vencida, Desenvolvedor(a) Front-End - Sênior","ReactJS,React Native,Redux","YOURS BANK,Remoto,Startup,Até R$7.000,Sênior,CLT / PJ,Aceita candidatos de fora"
"Vencida, Desenvolvedor(a) Back-End - Sênior","Azure,MongoDB,Node.js","YOURS BANK,Remoto,Startup,Até R$7.000,Sênior,CLT / PJ,Aceita candidatos de fora"
"Vencida, Desenvolvedor(a) Full Stack Pleno","Laravel,Vue.js,PHP,JavaScript","Zapify,Belo Horizonte, Minas Gerais, Brasil,Pequena/média empresa,Até R$5.000,Pleno,CLT / PJ,Aceita candidatos de fora"
"Vencida, Analista Desenvolvedor(a) C#","MySQL,.NET,C#","G4F,Remoto,Grande empresa,Até R$6.000,Pleno,CLT,Aceita candidatos de fora"
"Vencida, Desenvolvedor(a) Back-End - Sênior","AWS S3,Elasticsearch,Java,Vue.js","DC GROUPTI Technologies,Remoto,Pequena/média empresa,Até R$10.000,Sênior,PJ,Aceita candidatos de fora"
"Vencida, Senior Full Stack Engineer","Node.js,PHP,ReactJS,Vue.js,JavaScript","ProjectMark,Remoto,Startup,Acima de R$18.000,Sênior,PJ,Aceita candidatos de fora"
"Vencida, Full Stack Engineer","CSS,HTML,JavaScript,Node.js,MySQL,Testes automatizados","Fornax Tecnologia,Remoto,Pequena/média empresa,Até R$12.000,Pleno,PJ,Aceita candidatos de fora"
"Vencida, DESENVOLVEDOR(A) FULL-STACK PLENO","C++,Git,JavaScript","Deep Seed Solutions,Rio de Janeiro, Rio de Janeiro, Brasil,Pequena/média empresa,Pleno,CLT,Aceita candidatos de fora"
"Vencida, Desenvolvedor(a) Full Stack Pleno","CSS,Git,HTML,JavaScript,Node.js,RESTful","Marke Consultoria SEO,Novo Hamburgo, Rio Grande do Sul, Brasil,Pequena/média empresa,Até R$3.000,Pleno,CLT,Não aceita candidatos de fora"
"Vencida, Desenvolvedor(a) PHP - Sênior","Git,MySQL,Bootstrap,jQuery,Laravel,PHP","Husky Logística Inteligente,Remoto,Startup,Sênior,CLT / PJ,Aceita candidatos de fora"
"Vencida, Professor(a) Java","AWS EC2 (Elastic Compute Cloud),Java,Spring Boot","Rasmoo,Remoto,Startup,Até R$5.000,Sênior,PJ,Aceita candidatos de fora"
"Vencida, Desenvolvedor(a) Full Stack","Java,Scala,SQL","KIS Solutions,Remoto,Pequena/média empresa,Até R$18.000,Pleno,PJ,Aceita candidatos de fora"
"Vencida, Desenvolvedor(a) Front-End","CSS,HTML,Java Server Pages,SEO,WordPress","VM Comunicações,São Paulo, São Paulo, Brazil,Pequena/média empresa,Pleno,PJ,Aceita candidatos de fora"
"Vencida, Desenvolvedor(a) Experiente em Lambda e AI","Angular,ReactJS,Vue.js","AE,Valinhos, São Paulo, Brazil,Startup,Até R$7.000,Sênior,PJ,Aceita candidatos de fora"
"Vencida, Desenvolvedor(a) PHP Júnior","CSS,Git,HTML,JavaScript,MySQL,PHP","Husky Logística Inteligente,Remoto,Startup,Júnior,CLT / PJ,Aceita candidatos de fora"
"Vencida, ENGENHEIRO(A) DE SOFTWARE SÊNIOR","Linux,Python,API,CSS,HTML,JavaScript","SmarttBot,Remoto,Startup,Até R$10.000,Sênior,CLT / PJ,Aceita candidatos de fora"
"Vencida, Analista Desenvolvedor(a) Back-end ReacJS NodeJS VueJS","Git,MySQL,Node.js","Pixit,Remoto,Pequena/média empresa,Pleno,CLT / PJ,Aceita candidatos de fora"
"Vencida, DESENVOLVEDOR(A) BACK-END #2","Git,JavaScript,TypeScript,Web API","Ideal CTVM,São Paulo, São Paulo, Brazil,Pequena/média empresa,Pleno,CLT,Aceita candidatos de fora"
"Vencida, Dev Back-end Sênior","Git,Java,Kotlin","Juros Baixos,Remoto,Pequena/média empresa,Acima de R$18.000,Sênior,PJ,Aceita candidatos de fora"
"Vencida, Dev VueJS - Júnior ou Pleno","JavaScript,TypeScript,Vue.js","Speed IO,Remoto,Startup,Até R$5.000,Júnior,PJ,Aceita candidatos de fora"
"Vencida, DESENVOLVEDOR(A) BACK-END #1","Git,Go,Java","Ideal CTVM,São Paulo, São Paulo, Brazil,Pequena/média empresa,Pleno,CLT,Aceita candidatos de fora"
"Vencida, Desenvolvedor(a) Mobile Sênior","Dart,Flutter,Git,JSON,Kotlin,SCRUM","Wayon IT ,Remoto,Pequena/média empresa,Até R$12.000,Sênior,CLT,Aceita candidatos de fora"
"Vencida, DESENVOLVEDOR(A) FRONT-END","CSS,Git,GraphQL,JavaScript,ReactJS,TypeScript","Ideal CTVM,São Paulo, São Paulo, Brazil,Pequena/média empresa,Pleno,CLT,Aceita candidatos de fora"
"Vencida, Desenvolvedor(a) Back-End - Pleno","Python,C#,Java","DC GROUPTI Technologies,São Paulo, São Paulo, Brasil,Pequena/média empresa,Até R$7.000,Pleno,PJ,Não aceita candidatos de fora"
"Vencida, Desenvolvedor(a) React Native Sênior ","JavaScript,React Native,TypeScript","Chiper,Remoto,Startup,Sênior,PJ,Aceita candidatos de fora"
"Vencida, Desenvolvedor(a) Front End Sênior ","CSS,HTML,JavaScript","Chiper,Remoto,Startup,Sênior,PJ,Aceita candidatos de fora"
"Vencida, Desenvolvedor(a) Júnior Reactjs / Nodejs","MongoDB,MySQL,Node.js,ReactJS","Collection,Maringá, Paraná, Brasil,Startup,Até R$4.000,Júnior,CLT / PJ,Aceita candidatos de fora"
"Vencida, Desenvolvedor(a) Full Stack (JS Vanilla / PHP / MySQL)","JavaScript,MySQL,PHP,HTML,CSS","Collection,Maringá, Paraná, Brasil,Startup,Até R$2.500,Júnior,CLT / PJ,Aceita candidatos de fora"
"Vencida, Desenvolvedor(a) Full Stack PHP","Administrador de sistema,Angular,API,JavaEE,JavaScript,PHP","Serhmática,Curitiba, Paraná, Brasil,Pequena/média empresa,Até R$8.000,Sênior,PJ,Aceita candidatos de fora"
